hotel,district,season,sentiment,aspect,count
Зори,Московский,Зима,POSITIVE,Удобства,2
Зори,Московский,Зима,POSITIVE,Цена,1
Зори,Московский,Зима,POSITIVE,Чистота,1
Зори,Московский,Лето,NEGATIVE,Номер,1
Зори,Московский,Лето,NEGATIVE,Расположение,1
Зори,Московский,Лето,NEGATIVE,Удобства,1
Зори,Московский,Лето,NEGATIVE,Цена,2
Зори,Московский,Лето,NEUTRAL,Номер,6
Зори,Московский,Лето,NEUTRAL,Расположение,1
Зори,Московский,Лето,NEUTRAL,Сервис,3
Зори,Московский,Лето,NEUTRAL,Удобства,4
Зори,Московский,Лето,NEUTRAL,Цена,1
Зори,Московский,Лето,NEUTRAL,Чистота,2
Зори,Московский,Лето,POSITIVE,Номер,13
Зори,Московский,Лето,POSITIVE,Расположение,5
Зори,Московский,Лето,POSITIVE,Сервис,9
Зори,Московский,Лето,POSITIVE,Удобства,11
Зори,Московский,Лето,POSITIVE,Цена,6
Зори,Московский,Лето,POSITIVE,Чистота,5
Зори,Московский,Осень,NEUTRAL,Номер,2
Зори,Московский,Осень,NEUTRAL,Сервис,2
Зори,Московский,Осень,NEUTRAL,Удобства,1
Зори,Московский,Осень,NEUTRAL,Цена,2
Зори,Московский,Осень,POSITIVE,Номер,6
Зори,Московский,Осень,POSITIVE,Расположение,1
Зори,Московский,Осень,POSITIVE,Сервис,3
Зори,Московский,Осень,POSITIVE,Удобства,2
Зори,Московский,Осень,POSITIVE,Цена,1
Зори,Московский,Осень,POSITIVE,Чистота,4
Империя,Ленинский,Весна,POSITIVE,Номер,2
Империя,Ленинский,Весна,POSITIVE,Расположение,1
Империя,Ленинский,Весна,POSITIVE,Сервис,5
Империя,Ленинский,Весна,POSITIVE,Удобства,3
Империя,Ленинский,Весна,POSITIVE,Цена,1
Империя,Ленинский,Весна,POSITIVE,Чистота,4
Империя,Ленинский,Зима,NEUTRAL,Номер,2
Империя,Ленинский,Зима,NEUTRAL,Удобства,1
Империя,Ленинский,Зима,NEUTRAL,Цена,1
Империя,Ленинский,Зима,NEUTRAL,Чистота,1
